group,gene,log2_fc,p_adj
group2,group2_gene_122,-0.49466565982407906,0.006581591053706277
group2,group2_gene_123,-3.0147090270277044,7.75569326837784e-07
group2,group2_gene_124,0.13929430869656434,0.08724589428524673
group2,group2_gene_125,-2.260306960072683,0.0010360074222126613
group2,group2_gene_126,-0.18235602381940574,0.0375245216474512
group2,group2_gene_127,-1.11542608109638,0.03173349272558257
group2,group2_gene_128,-3.095761873663024,0.08456204007452706
group2,group2_gene_129,-1.5584866716427226,0.047996836266537425
group2,group2_gene_130,-0.5702225740075371,0.11538193733600054
group2,group2_gene_131,-0.21120019831183157,0.0025511837702777555
group2,group2_gene_132,-1.304432451294407,0.2850637216174374
group2,group2_gene_133,1.1210793913715262,0.6598641160137857
group2,group2_gene_134,0.36089061793051025,0.21045356895922576
group2,group2_gene_135,-1.4721484687796416,0.24930002739393198
group2,group2_gene_136,-0.012323372401430666,0.21063742711918085
group2,group2_gene_137,1.7040005535228708,0.09538731715788405
group2,group2_gene_138,1.742702671135389,0.20936292470686055
group2,group2_gene_139,-2.880599827192621,0.09842752917852518
group2,group2_gene_140,-2.4434730111778684,0.2082994769361124
group2,group2_gene_141,1.0531322407640835,0.021468192093476435
group2,group2_gene_142,-2.634507523714574,8.50643161041096e-07
group2,group2_gene_143,-3.0176846432729345,0.03974409980693822
group2,group2_gene_144,-1.804981489513618,0.19464270508400525
group2,group2_gene_145,-0.49067127126185084,0.941308849932022
group2,group2_gene_146,-1.2484752245860897,2.1610532595730246e-05
group2,group2_gene_147,-2.0433172495881085,0.03385379768889146
group2,group2_gene_148,-2.0776080695005383,0.10037238051368785
group2,group2_gene_149,-2.1328887433984276,0.9315824246792532
group2,group2_gene_150,-2.3752889615554666,0.08940253940542142
group2,group2_gene_151,2.208367672050289,0.049111301581442966
group2,group2_gene_152,-0.6686089467809455,0.2070524265890891
group2,group2_gene_153,0.18580062888687077,0.580855890926268
group2,group2_gene_154,-1.8091623287724394,0.6101777937144879
group2,group2_gene_155,-1.3696371819197708,1.90512243609061e-05
group2,group2_gene_156,-2.1346532729870145,0.053051977365600314
group2,group2_gene_157,-4.944977085632843,0.20735776864209346
group2,group2_gene_158,-3.098113451429406,0.06199154603901589
group2,group2_gene_159,-3.725397085971572,0.07350559181309925
group2,group2_gene_160,-4.36218647802983,0.6317691967377748
group2,group2_gene_161,-2.8332705127322493,0.003470125192442839
group2,group2_gene_162,0.8211857351033645,0.10625102659125928
group2,group2_gene_163,-1.164432443171314,0.05115414257245061
group2,group2_gene_164,0.7713174553657023,0.0002508581151786188
group2,group2_gene_165,-0.5040752634937309,0.5675949012181932
group2,group2_gene_166,0.03471029728698083,0.3061711441265914
group2,group2_gene_167,-2.406300643191634,0.028872397514169146
group2,group2_gene_168,-0.34027111642062746,0.003791418728631911
group2,group2_gene_169,-0.0433643605921985,0.2411594778093271
group2,group2_gene_170,-1.9361385737388548,0.22072396815302645
group2,group2_gene_171,-0.2886664626065589,0.010323710492960565
group2,group2_gene_172,-0.2790277500664924,1.862457350157799e-06
group2,group2_gene_173,-1.89685130063862,0.05696486304122096
group2,group2_gene_174,-2.7280142267929426,0.30747483492494465
group2,group2_gene_175,-2.8169860812524945,0.43972095358907237
group2,group2_gene_176,-0.9745669642138806,0.09601563153744236
group2,group2_gene_177,-0.6258356902554936,0.004643669196528017
group2,group2_gene_178,-2.249162454163976,2.552444680973727e-08
group2,group2_gene_179,-1.061451255077157,0.13741464949664675
group2,group2_gene_180,-0.2727212975991963,0.05672881799076013
group2,group2_gene_181,-0.20362346373531393,7.079644180036394e-05
group2,group2_gene_182,1.1502261741776083,0.030362926958959476
group2,group2_gene_183,0.7516222066871627,0.0389648488851658
group2,group2_gene_184,-2.5518725774969893,0.00027148772324630524
group2,group2_gene_185,1.3412000038301324,0.05335576829837368
group2,group2_gene_186,-1.8699159316057865,0.4034472745118183
group2,group2_gene_187,0.41506557805891986,0.0009369693964170232
group2,group2_gene_188,-1.0014193922259214,0.7021441234863314
group2,group2_gene_189,-1.697616598762603,0.0022739657825597425
group2,group2_gene_190,-3.7211604466736525,0.0694784906967156
group2,group2_gene_191,-1.348768539813705,0.13457860408621447
group2,group2_gene_192,-3.361105691193133,0.1415638766502941
group2,group2_gene_193,0.30258389197201985,0.09684398545914814
group2,group2_gene_194,1.0993493528519096,0.17758347656507195
group2,group2_gene_195,-2.255520934480201,0.019373241581163686
group2,Mical2,-6.6556831152707145,0.0051384160997656435
group2,group2_gene_197,-2.1518177069115643,0.06822466974420142
group2,group2_gene_198,-2.011302858698345,0.8517944186859895
group2,group2_gene_199,0.02301732060478834,0.06934314655986289
group2,group2_gene_200,-1.1558804796729483,0.18394356945870738
group2,group2_gene_201,1.4224896607999669,0.003222651108382738
group2,group2_gene_202,-1.7992370941192355,0.12387725123957977
group2,group2_gene_203,0.3490376820880092,0.006160472280562697
group2,group2_gene_204,-0.9587505512112162,0.00976030150444445
group2,group2_gene_205,0.05387811412913801,0.008784761651293993
group2,group2_gene_206,-1.748378603128423,0.11514273788434315
group2,group2_gene_207,-1.171860314449795,0.05891396357681588
group2,group2_gene_208,-1.2674733749834555,0.021171436973499623
group2,group2_gene_209,-2.312282816526391,0.05441517765226352
group2,group2_gene_210,-0.1399817748564588,0.12332518720175066
group2,group2_gene_211,-0.157138941911372,0.3637738483377934
group2,group2_gene_212,-0.2393456923869285,0.06628684518029088
group2,group2_gene_213,1.1286001981805844,0.6583037374817873
group2,group2_gene_214,1.00154996179264,0.4702497263247117
group2,group2_gene_215,-1.6436698002812462,0.009188321586368954
group2,group2_gene_216,-0.5590741382704416,0.03675069204895923
group2,group2_gene_217,-2.0042209994244082,0.008838461759365385
group2,group2_gene_218,-1.0661347916338946,0.27069224932483615
group2,group2_gene_219,-1.969636701222354,0.0020129779164777643
group2,group2_gene_220,1.249101948247274,0.6098224047712002
group2,group2_gene_221,-0.572637682002704,0.4533886098473487
group2,group2_gene_222,-1.4161422357514122,0.0021915857827430134
group2,group2_gene_223,0.6307469291917465,0.04519895991135913
group2,group2_gene_224,-4.247392344203346,0.00863509430631435
group2,group2_gene_225,-4.02044876255467,0.03630302534450112
group2,group2_gene_226,0.053966050068672056,0.21929320055653492
group2,group2_gene_227,-1.0123207502298164,0.5085273091237501
group2,group2_gene_228,-0.7368528646218971,0.8007078596829609
group2,group2_gene_229,-3.0232743498118957,3.852967294953345e-05
group2,group2_gene_230,-1.133688880733031,0.7173876075836142
group2,group2_gene_231,1.8050886450819457,0.00033460732184386775
group2,group2_gene_232,0.09508944870400104,0.05251595376058395
group2,group2_gene_233,-0.8539255095429226,0.033178636981852104
group2,group2_gene_234,-1.7366281696521597,0.04019252935686253
group2,group2_gene_235,-1.672130635210621,0.013907919774696869
group2,group2_gene_236,-4.1873369393400255,0.30994127001855243
group2,group2_gene_237,-0.7264213896643172,0.9042348014180871
group2,group2_gene_238,0.12595050729868817,0.22673664045096747
group2,group2_gene_239,-3.384648024397392,0.018724944440169915
group2,group2_gene_240,-2.0590544938448834,0.448962916441722
group2,group2_gene_241,-2.778323716738462,0.001784298880871572
group2,group2_gene_242,-2.499759232472707,0.0929431353378519
group2,group2_gene_243,-1.0224516411082447,0.49166759749245437
group2,group2_gene_244,-4.122383124733288,0.04643685154926242
group2,group2_gene_245,-0.20930786438225735,0.01981276901760476
group2,group2_gene_246,-0.006910148596160903,0.015541080917626694
group2,group2_gene_247,-1.4640987526535232,0.0021798211821209743
group2,group2_gene_248,-4.697027339477586,0.6434343971329056
group2,group2_gene_249,-2.544807007703465,0.0021652299095746576
group2,group2_gene_250,0.6877078044489098,0.001379322847886597
group2,group2_gene_251,-5.128091707056431,0.507533917860245
group2,group2_gene_252,-1.603908947680603,0.4199893272406006
group2,group2_gene_253,-2.8110011287775256,0.0070783374875199425
group2,group2_gene_254,0.06662693729801283,0.1649002460989247
group2,group2_gene_255,-2.078915230608019,0.0006371600512108006
group2,group2_gene_256,-0.5142666699333633,0.0001262264950027002
group2,group2_gene_257,-0.2800823922048151,0.49218250316253015
group2,group2_gene_258,1.5625274676085286,0.31816041070799184
group2,group2_gene_259,-1.3942658183292869,0.05344191378470121
group2,group2_gene_260,-0.5547356640472136,0.9102485997084736
group2,group2_gene_261,-3.2533304447347824,0.7909354517133623
group2,group2_gene_262,0.6260996667759287,0.36774828410373256
group2,group2_gene_263,-2.2027378297034788,1.1553533741240832e-05
group2,group2_gene_264,-1.9130935379272311,0.035296107486051
group2,group2_gene_265,-1.1322593025313556,0.2551105455928312
group2,group2_gene_266,-3.366182300742782,0.4235842796043846
group2,group2_gene_267,-0.76828345805304,0.5127282650274124
group2,group2_gene_268,0.3028260957412654,0.2284324897852747
group2,group2_gene_269,-0.6752459559289273,0.24969431541169315
group2,group2_gene_270,-3.4039014680591513,0.11755703757918153
group2,group2_gene_271,-1.2795234767780064,0.016866276236513614
group2,group2_gene_272,-0.02405809067973874,0.08442162673621956
group2,group2_gene_273,-3.8230837106505664,0.005548090928166751
group2,group2_gene_274,-2.6584107200356852,0.13621943560540792
group2,group2_gene_275,0.17098822591820384,7.479786915521648e-05
group2,group2_gene_276,-0.7083616204139347,0.006145926314410602
group2,group2_gene_277,-0.5026412059162071,0.03824405358166239
group2,group2_gene_278,1.5962674710538014,0.01666904353447668
group2,group2_gene_279,-0.42059847116600635,0.21878778132524443
group2,group2_gene_280,-0.14606238487189005,0.1216082067831949
group2,group2_gene_281,2.8305810144665724,0.13160145973650716
group2,group2_gene_282,-1.4100166092312116,0.30290076129383253
group2,group2_gene_283,-2.256930007246818,0.5917121512606229
group2,group2_gene_284,-0.47969522254165764,0.013792100994681028
group2,group2_gene_285,-0.46346300738610247,0.00281502284276826
group2,group2_gene_286,-1.863737318322002,0.02273124812301451
group2,group2_gene_287,-2.596975678354529,0.0850043137511402
group2,group2_gene_288,2.249274412030613,2.72527341017822e-06
group2,group2_gene_289,-0.6260769679373669,0.25994987827884153
group2,group2_gene_290,-2.16181380303301,0.03464241322924856
group2,group2_gene_291,0.22809893830541794,0.001419207326998237
group2,group2_gene_292,-1.258260469763935,0.4665524096981781
group2,group2_gene_293,-1.4666780971608553,0.010438493723742302
group2,group2_gene_294,-0.2847043357239849,4.6611731884500194e-05
group2,group2_gene_295,-2.9732292889359506,0.06987338445488821
group2,group2_gene_296,-0.5886905543201001,0.04494432452010773
group2,group2_gene_297,1.6737844712110403,0.257678674665216
group2,group2_gene_298,-0.4240423898138995,0.017342602956621878
group2,group2_gene_299,-1.6455075504860237,0.31296460479688515
group2,group2_gene_300,-1.835302656620951,0.08074438703667058
group2,group2_gene_301,-1.6949929613504087,0.6461306469197499
group2,group2_gene_302,-1.4682458831692826,0.18935691020295253
group2,group2_gene_303,-1.6478194724994943,0.19466596907165662
group2,group2_gene_304,0.2286515895581216,0.1628095517491915
group2,group2_gene_305,-3.6131531996530257,0.006962502298402316
group2,group2_gene_306,0.14990007309759412,0.002465778321677997
group2,group2_gene_307,-1.6505454614567137,0.03057255431634624
group2,group2_gene_308,-0.5534257107417103,0.009232834511540581
group2,group2_gene_309,-2.734132469791253,0.3012449568534332
group2,Igkv13-85,6.58335884193187,0.006964822813082386
group2,group2_gene_311,0.7061706922492157,0.016167380900020848
group2,group2_gene_312,0.2914062623376066,0.47258338125973337
group2,group2_gene_313,-3.2963944249006323,0.5238251077317772
group2,group2_gene_314,0.10222555304577652,0.05946601028072016
group2,group2_gene_315,-0.5129601229282222,0.19445435031127742
group2,group2_gene_316,-3.427643308342223,0.23483464274616375
group2,group2_gene_317,-1.1352312064676826,0.6341994706054924
group2,group2_gene_318,-0.5714249909017695,0.032590687860849996
group2,group2_gene_319,-0.2936908529564315,0.13686610793390874
group2,group2_gene_320,-0.8429710179241593,0.002822340704707809
group2,group2_gene_321,-0.6777144455712996,0.014491544173781257
group2,group2_gene_322,1.0367365187669884,0.14630235291349775
group2,group2_gene_323,0.6777491693704856,0.853058578455279
group2,group2_gene_324,-5.257229682984978,0.059052704095320985
group2,group2_gene_325,-1.560285904514639,0.07416101691899425
group2,group2_gene_326,-1.3387439899387295,0.9042310146438614
group2,group2_gene_327,-3.640542930454108,0.02166874777336997
group2,group2_gene_328,-0.9634345655631474,0.4880240100691158
group2,group2_gene_329,0.7106987699952343,0.0022076071637779906
group2,group2_gene_330,-2.675523396406356,0.08575450632375922
group2,group2_gene_331,-0.6122186388996853,0.2452593235621385
group2,group2_gene_332,-2.427944042079835,0.04070556399065219
group2,group2_gene_333,-2.0742724343355317,0.04841922071726973
group2,group2_gene_334,1.0422207695465509,0.05347491654653237
group2,group2_gene_335,-1.8867088391621463,0.0041430088108768675
group2,group2_gene_336,-0.42979189093459436,0.03416430429810254
group2,group2_gene_337,-3.813266268288431,0.2798802084187629
group2,group2_gene_338,1.6003604640225761,0.12885341003436476
group2,group2_gene_339,-0.2261539528555766,0.00037306340887891963
group2,group2_gene_340,-1.3646247718428794,0.31660873629293407
group2,group2_gene_341,-0.2654575605001527,0.022842009127531558
group2,group2_gene_342,-3.144238171974325,0.003518467533274144
group2,group2_gene_343,0.6146695755413527,0.016629803115320446
group2,group2_gene_344,-1.5697779244698238,0.05811558518850887
group2,group2_gene_345,-1.3959007968202304,0.038480184003530274
group2,group2_gene_346,-1.8129006416999525,0.0133386535267927
group2,group2_gene_347,-1.941944533981098,0.3215325822173275
group2,group2_gene_348,-0.09272761313880773,0.07300205548934247
group2,group2_gene_349,-0.7289350673488769,2.8755512517576476e-06
group2,group2_gene_350,-0.15496519496559225,0.020662562273248423
group3,group3_gene_1,-0.1578972245558948,3.6795968952705644e-05
group3,group3_gene_2,3.0898754227996394,0.038225943234063614
group3,group3_gene_3,-0.8481569730106413,0.08676580196835038
group3,group3_gene_4,0.16992937236406824,0.051734555211772094
group3,group3_gene_5,-1.4582683300948238,0.00041958137166799795
group3,group3_gene_6,-0.809710865957775,0.03690642802345928
group3,group3_gene_7,0.06095417007515397,0.005158544185439821
group3,group3_gene_8,0.927140890346208,0.0062378559357247525
group3,group3_gene_9,0.16268750933418258,0.0016378953645064444
group3,group3_gene_10,1.525716531535367,0.09126268425929265
group3,group3_gene_11,-0.437699700359374,0.2142086292413685
group3,group3_gene_12,-0.7816443682665577,0.01343310052430824
group3,group3_gene_13,3.6207784055551104,0.0023416426275565043
group3,group3_gene_14,0.2716445916909446,0.0009158783883215881
group3,group3_gene_15,-1.343248241668894,0.0001981656442768058
group3,group3_gene_16,-1.3066824552596998,0.0036052768704587356
group3,group3_gene_17,-1.6668858760704437,0.2343478721925784
group3,group3_gene_18,1.0580255659923423,0.03835990839387801
group3,group3_gene_19,-0.8283470746952006,0.04948915189613781
group3,group3_gene_20,-0.11532441029809584,0.06628728020622597
group3,group3_gene_21,-0.39208757793548965,0.013334357855675964
group3,group3_gene_22,0.7606639915143552,0.11238865484039724
group3,group3_gene_23,-1.5277789346818291,0.11203637934553697
group3,group3_gene_24,-1.8595798149073723,2.2984838808476256e-05
group3,group3_gene_25,0.0252310954133117,0.08078555227217092
group3,group3_gene_26,0.5713909628148506,0.0016993644271171263
group3,group3_gene_27,0.1821718539915791,0.0012637571772123374
group3,group3_gene_28,-1.473707907191125,0.035366161583697306
group3,group3_gene_29,0.682353021032521,0.1028725436530158
group3,group3_gene_30,-1.3785983442886696,0.34937834288575964
group3,group3_gene_31,-1.0562310349402557,0.7155434376133661
group3,group3_gene_32,-1.6687326108469032,0.010234643631510654
group3,group3_gene_33,1.5866796055454446,0.021637047955189184
group3,group3_gene_34,0.6184612344896563,0.00574513315524971
group3,group3_gene_35,0.5772403947343663,0.19246252294771
group3,group3_gene_36,1.5084565606565528,1.0160155064736633e-05
group3,group3_gene_37,3.778341409946149,0.016067821871520335
group3,group3_gene_38,-2.778377850669725,0.08838475394688197
group3,group3_gene_39,-1.3706460422718068,0.1576015505926992
group3,group3_gene_40,-1.1934538720530594,0.0046907867388516385
group3,group3_gene_41,-1.5336884524549046,0.0002345316605659169
group3,group3_gene_42,-1.8624957090253833,0.06065608702004197
group3,group3_gene_43,-0.7344969428802801,8.117046118899662e-05
group3,group3_gene_44,-2.064075387169637,0.3832065296858557
group3,group3_gene_45,0.18581143292924912,0.019556847824860925
group3,Lypd8,7.115979671547615,0.0013293624843952478
group3,group3_gene_47,0.39749156390730017,0.009922727008124464
group3,group3_gene_48,0.4362062548754661,0.042111469302595635
group3,group3_gene_49,0.574359937468681,0.023504808486494413
group3,group3_gene_50,-0.8414429583946292,0.3939174572892296
group3,group3_gene_51,2.7756579338188176,0.0004311574687028139
group3,group3_gene_52,0.03992511889904171,0.002781843128147103
group3,group3_gene_53,-3.0006028913059524,0.026697016086273517
group3,group3_gene_54,-1.7534448313610154,0.0024889874587541087
group3,group3_gene_55,-2.8237293340903324,0.00035577666163284154
group3,group3_gene_56,-0.27486478773060435,0.010493728852168972
group3,group3_gene_57,-0.47661757487733375,4.0135459759506e-06
group3,group3_gene_58,-0.9792172619542139,0.007608941688830184
group3,group3_gene_59,2.6158428629807458,0.3276679221294582
group3,group3_gene_60,0.49602516741152064,0.03127593651997728
group3,group3_gene_61,0.7528426240971848,0.002061209594707973
group3,group3_gene_62,-1.6500565575160497,0.00035367731389239964
group3,group3_gene_63,-1.7487600924299678,0.03962437475380865
group3,group3_gene_64,-0.2466320263094156,0.3622659270712889
group3,group3_gene_65,-0.04913964750427252,0.1078861019141788
group3,group3_gene_66,-2.9916517723159624,0.5771177563443507
group3,group3_gene_67,-0.5614451831318243,0.004992019114519049
group3,group3_gene_68,-0.27959547983341804,0.1613520499251272
group3,group3_gene_69,-0.6119662903681369,0.2653243586883087
group3,group3_gene_70,-1.479416097902681,0.003252829756159892
group3,group3_gene_71,-1.082326013785653,9.36315741262889e-05
group3,group3_gene_72,-0.5564458306805542,0.26702268845635296
group3,group3_gene_73,-0.16833996576543073,0.0388777305615047
group3,group3_gene_74,0.5769477946983235,0.098401606698603
group3,group3_gene_75,1.267241497178763,0.0002660662581730345
group3,group3_gene_76,-0.7268041991145122,0.07560830415592133
group3,group3_gene_77,-0.9614264843672689,0.4048226230019545
group3,group3_gene_78,0.334600726624744,0.06723176883602895
group3,group3_gene_79,0.5857251287957386,0.0009612750324662896
group3,group3_gene_80,-0.9295906282253841,0.11207437391184022
group3,Cimip3,-4.858751175946258,0.0005845810767736694
group3,group3_gene_82,1.120398744676161,0.08428118526549282
group3,group3_gene_83,1.572945375205076,0.39056618597254333
group3,group3_gene_84,2.2785653147437426,0.09868773548628826
group3,group3_gene_85,-1.5563034010561865,0.20175750984751056
group3,group3_gene_86,-0.2798475964678588,7.429379944125618e-07
group3,group3_gene_87,-0.2836473399029428,0.32953325276744766
group3,group3_gene_88,-0.442206674372136,0.22838162828003317
group3,group3_gene_89,-1.2414312334346973,0.387530275416426
group3,group3_gene_90,-2.4540649046850533,0.018919595381162193
group3,group3_gene_91,-0.16561480325794448,0.2740965324169098
group3,group3_gene_92,-1.4141157063444731,0.6253841715433665
group3,group3_gene_93,-0.17530945291594374,0.05014835727438675
group3,group3_gene_94,-1.4513631354633374,0.1266456696879599
group3,group3_gene_95,-1.894504601474295,0.2558307164175632
group3,group3_gene_96,0.03973262254650167,0.0003114745072379965
group3,group3_gene_97,-0.08116378613058087,0.016860490429741557
group3,group3_gene_98,0.5399588584153527,0.024680888353319542
group3,group3_gene_99,2.8695024613055566,0.015601293482382768
group3,group3_gene_100,0.10206982025572786,0.018665919036182897
group3,group3_gene_101,0.40336856224298784,0.11394345560086964
group3,group3_gene_102,-1.8624639268576217,0.26993566668154284
group3,group3_gene_103,-2.166015788777743,0.047218697257764196
group3,group3_gene_104,1.9951026978213335,0.11847450743371947
group3,group3_gene_105,-1.6390456809032903,0.4272841760020813
group3,group3_gene_106,-1.8137189036295311,0.1532663927214856
group3,group3_gene_107,-0.3566934357640018,0.002945242954917701
group3,group3_gene_108,-0.4307789993972131,0.04665082347241784
group3,group3_gene_109,-1.608634434342773,0.34567724425313373
group3,group3_gene_110,-0.742211167133995,0.46711026357634405
group3,group3_gene_111,1.482594790592651,0.0010615772880652877
group3,group3_gene_112,-1.4686907328061065,0.10315789279114901
group3,group3_gene_113,-2.3208251023309487,0.08944097903712707
group3,group3_gene_114,1.0667607503046987,0.0077929381839699505
group3,group3_gene_115,0.4138305223101532,0.48124865783493026
group3,group3_gene_116,-1.1997519999405593,0.05738960707591685
group3,group3_gene_117,-2.594142173384031,0.04462267158304342
group3,group3_gene_118,-1.3797038668359165,0.4540993538620989
group3,group3_gene_119,-0.37932143343144337,0.0006483556951560891
group3,group3_gene_120,1.3902245303315377,0.04249484951137667
group3,group3_gene_121,-1.8030438635610027,0.15476917911437027
group3,group3_gene_122,-0.42255382819163645,0.10163743313552515
group3,group3_gene_123,0.678959756847602,0.5438315765739005
group3,group3_gene_124,-3.7528376431767847,0.5626564884251285
group3,group3_gene_125,1.1989899435114046,0.1840150851534109
group3,group3_gene_126,-2.014553329699334,0.16464602914704035
group3,group3_gene_127,0.18139346551255514,0.11731106612894096
group3,group3_gene_128,0.05769056693557889,0.0003901844571943264
group3,group3_gene_129,1.272650267622575,0.009655561563310013
group3,group3_gene_130,0.49884035229563345,0.7805592838518851
group3,group3_gene_131,-3.7470712130084722,0.0011971520231174747
group3,group3_gene_132,-1.4379299083761874,0.18655705665665276
group3,group3_gene_133,-0.09960256243774387,0.00663221817637345
group3,group3_gene_134,-0.582720834873691,0.16179001536550594
group3,group3_gene_135,0.39253555814731717,0.050811370725221364
group3,group3_gene_136,0.8445815057210726,0.5101523736017147
group3,group3_gene_137,0.5822550178230346,0.02737397022706395
group3,group3_gene_138,-0.6106986667039745,0.004123927926290344
group3,group3_gene_139,-2.9771886661246962,0.7133355572351887
group3,group3_gene_140,-0.9604478108394849,0.00384900240426776
group3,group3_gene_141,0.30373381480148504,0.2715714213386281
group3,group3_gene_142,-1.8811485161981925,5.391713238639606e-05
group3,group3_gene_143,0.6153483586762856,0.006145011268493562
group3,group3_gene_144,1.0171702810375913,0.012387277694239657
group3,group3_gene_145,-0.11604288437102828,0.10032977071394679
group3,group3_gene_146,-4.742480806152973,1.1126991954830654e-07
group3,group3_gene_147,-2.153228125932115,0.18450684179151658
group3,group3_gene_148,2.4349742799063185,0.4168672746076478
group3,group3_gene_149,-1.0924797998911482,0.2579912034568711
group3,group3_gene_150,-3.177007673537044,0.00182659448475397
group3,group3_gene_151,1.4911087130498948,0.05349218160128185
group3,group3_gene_152,-0.28063439226167436,0.07820616412565354
group3,group3_gene_153,1.3021637089887017,0.1797213626457393
group3,group3_gene_154,0.10159007906807965,0.08844706053348902
group3,group3_gene_155,0.3649107475076448,0.20270441832266098
group3,group3_gene_156,0.22636340918604908,0.00872715181011425
group3,group3_gene_157,0.7113580522854499,0.12301778340720805
group3,group3_gene_158,3.002274150406343,0.25092361074953823
group3,group3_gene_159,1.1079591871408225,0.002760841963868968
group3,group3_gene_160,-2.5914920108760255,0.4027142975157975
group3,group3_gene_161,0.3476591971544099,0.05151560762262315
group3,group3_gene_162,1.3551471137496656,0.8322820459766872
group3,group3_gene_163,1.4439161694774116,0.5995254729346393
group3,group3_gene_164,-0.9185772254356943,0.15288019969070635
group3,group3_gene_165,1.389169445522785,0.2089945152933478
group3,group3_gene_166,1.0452264793492474,0.20952421782640807
group3,group3_gene_167,3.4301502836061086,0.0059153659599695
group3,group3_gene_168,-1.3875025175603417,0.004624503759379234
group3,group3_gene_169,-1.0357308357806165,0.03018317809801106
group3,group3_gene_170,-0.7438726202669331,0.42687446914411736
group3,group3_gene_171,-1.0108221175562242,0.09004582433789136
group3,group3_gene_172,-1.5905300871572243,1.886562600676412e-05
group3,group3_gene_173,-4.305879483226927,3.4235749395639736e-07
group3,group3_gene_174,-0.9303142368985444,0.002637375994740131
group3,group3_gene_175,0.23556918656486142,0.40943366889494237
group3,group3_gene_176,-1.0151716759835705,0.08824115583828761
group3,group3_gene_177,2.5063027161172093,0.03681470533914501
group3,group3_gene_178,-0.28060507156199926,0.05623190413916714
group3,group3_gene_179,1.5719921300169963,0.001598987330882288
group3,group3_gene_180,0.07905959845845412,0.007094612367883113
group3,group3_gene_181,0.8982905993452239,0.4338248670233227
group3,group3_gene_182,0.10490025320366525,0.24189601200729705
group3,group3_gene_183,1.684737716260166,0.0026900299991362924
group3,group3_gene_184,-0.21888794230801895,0.0003197355811192265
group3,group3_gene_185,0.41937502672873933,0.03549689228550212
group3,group3_gene_186,0.23118275379256342,0.0001480458866123142
group3,group3_gene_187,-0.7180139142846123,0.04916823268999862
group3,group3_gene_188,0.28722436244078137,0.35864422025258536
group3,group3_gene_189,2.939860056986639,0.010175559881317957
group3,group3_gene_190,-0.6920755660383908,0.5402859000431633
group3,group3_gene_191,0.30822409463720996,0.00019021307176645205
group3,group3_gene_192,1.523779478760692,0.012579449582299649
group3,group3_gene_193,1.3533672573692062,0.26471951988332815
group3,group3_gene_194,-0.2830111943069204,0.8251030021412398
group3,group3_gene_195,-3.755913619288174,0.9246183813907463
group3,group3_gene_196,0.4492190870402761,0.21022879425716018
group3,group3_gene_197,-3.518237675003426,0.022420606734600893
group3,group3_gene_198,1.8314089848647848,0.0037769766481142285
group3,group3_gene_199,-0.05426288676977217,0.00130733355765292
group3,group3_gene_200,1.149527328814384,0.029778028496993285
group3,group3_gene_201,-1.6080611503625242,0.04715635936183317
group3,group3_gene_202,-2.5511358362850785,0.1434936874336261
group3,Gsta13,5.820689432916592,0.0007070736396832633
group3,group3_gene_204,-0.34872498793640583,0.2588475608792034
group3,group3_gene_205,-1.0127341979278903,0.5166121374719571
group3,group3_gene_206,-0.17724114293749252,0.05576216627133275
group3,group3_gene_207,3.7127820434467766,0.005296151306251816
group3,group3_gene_208,0.9100620436851337,0.6144980325163509
group3,group3_gene_209,1.2217729785018123,0.21019357215383877
group3,group3_gene_210,0.9237084927523656,0.06141665629343086
group3,group3_gene_211,1.8452201085856796,0.06479723567137342
group3,group3_gene_212,-0.5756039257060801,0.013859953682196526
group3,group3_gene_213,-3.2794038961291756,2.373122826677799e-05
group3,group3_gene_214,-0.5734498928587142,0.922908494911307
group3,group3_gene_215,0.8770167794949275,1.660713546551197e-05
group3,group3_gene_216,-1.7062105729168568,3.370851659707626e-05
group3,group3_gene_217,-0.555730628209529,0.0035053550675900355
group3,group3_gene_218,-1.303066127353354,0.03749018848325354
group3,group3_gene_219,1.8779424151725388,0.25128230984620226
group3,group3_gene_220,0.7867126723395172,0.003704860706851103
group3,group3_gene_221,0.6447338999337406,0.032215392763022224
group3,group3_gene_222,0.6013219040254085,0.13759642917788803
group3,group3_gene_223,-0.3540114162005841,0.004162072022425099
group3,group3_gene_224,-0.01354339033511992,0.0019050212723053309
group3,group3_gene_225,-2.01851764177186,0.00033543418280774915
group3,group3_gene_226,-3.470340869188323,0.2957018369019372
group3,group3_gene_227,-0.0823823609997151,0.0007308409429731003
group3,group3_gene_228,0.1697858715946094,0.13256102251697674
group3,group3_gene_229,1.4534336242167973,0.037184893043086566
group3,group3_gene_230,1.978436933319433,0.02065085158633807
group3,Gata1,-5.0156484052216275,0.0005124223675047754
group3,group3_gene_232,-1.7471342102761227,0.006505810099065376
group3,group3_gene_233,-0.8107843006771656,0.14225464761969672
group3,group3_gene_234,0.3964847290280003,0.8970671228602335
group3,group3_gene_235,3.3712617827261573,0.014465726905562037
group3,group3_gene_236,1.8461438453851782,0.04194201406610652
group3,group3_gene_237,1.3231258848976513,0.5461743882853215
group3,group3_gene_238,-0.8622925355464712,0.029692326570767705
group3,group3_gene_239,-1.5806394651749307,0.06345541725215548
group3,group3_gene_240,0.8439164309056972,0.0003562431131038954
group3,group3_gene_241,-1.895958833139822,9.466732856881096e-06
group3,group3_gene_242,-0.6457327089214389,0.002154533928084234
group3,group3_gene_243,-0.46642802605278777,0.07348968787083338
